lid,graphie,cat,Annotations ontologiques
l336392,soldatesque,Nf,GroupxPerson
l336394,solde,Nf,Possession
l336407,soleil,Nm,Act;Object;Person;Phenomenon
l336445,solfatare,Nf,Object
l336450,solfège,Nm,Cognition
l336476,solidarité,Nf,Attribute
l336487,solidité,Nf,Attribute
l336490,solier,Nm,Artifact;Person
l336506,soliloque,Nm,Act+Cognition
l336519,solipsisme,Nm,Attribute;Cognition
l336521,solipsiste,Nf,Person
l336527,soliste,Nf,Person
l336532,solitaire,Nm,Act;Animal;Artifact;Person
l336574,solo,Nm,Act
l336594,solstice,Nm,Time
l336612,solution,Nf,Cognition;Substance
l336659,solénoïde,Nm,Artifact
l336665,soma,Nm,Object;Substance
l336698,somatognosie,Nf,Cognition
l336701,somatologie,Nf,Cognition
l336707,somatotonie,Nf,State
l336719,sombacourtois,Nm,Person
l336720,sombacourtoise,Nf,Person
l336751,somite,Nm,Substance
l336789,sommeil,Nm,State
l336810,sommervillois,Nm,Person
l336811,sommervilloise,Nf,Person
l336820,sommet,Nm,Act;Part
l336836,sommevillois,Nm,Person
l336837,sommevilloise,Nf,Person
l336852,somnambule,Nf,Person
l336853,somnambule,Nm,Person
l336857,somnambulisme,Nm,State
l336863,somnifère,Nm,Substance
l336868,somnolence,Nf,State
l336903,son,Nm,Act;Communication;Event+Phenomenon;Food
l336909,sonagraphe,Nm,Artifact
l336912,sonante,Nf,Communication
l336925,soncourtois,Nm,Person
l336926,soncourtoise,Nf,Person
l336949,songe-creux,Nm,Person
l336961,songerie,Nf,Act+Cognition
l336979,soninképhone,Nf,Person
l336980,soninképhone,Nm,Person
l336996,sonnailler,Nm,Animal
l337019,sonnevillois,Nm,Person
l337020,sonnevilloise,Nf,Person
l337031,sonographie,Nf,Communication
l337042,sonoriste,Nf,Person
l337043,sonoriste,Nm,Person
l337066,sophisme,Nm,Act+Cognition
l337067,sophiste,Nm,Person
l337080,sophrologie,Nf,Cognition
l337082,sophrologue,Nf,Person
l337117,sorbaie,Nf,GroupxPlant
l337125,sorberaie,Nf,GroupxPlant
l337132,sorbier,Nm,Plant
l337183,sorcellerie,Nf,Act
l337186,sorcier,Nm,Person
l337187,sorcière,Nf,Person
l337259,sornette,Nf,Act+Cognition
l337261,sornévillois,Nm,Person
l337262,sornévilloise,Nf,Person
l337280,sorquainvillais,Nm,Person
l337281,sorquainvillaise,Nf,Person
l337290,sorte,Nf,Group
l337296,sortie,Nf,Act;Artifact
l337301,sortir,Nm,Act
l337307,sortosvillais,Nm,Person
l337308,sortosvillaise,Nf,Person
l337333,sosie,Nm,Person
l337390,sottevillais,Nm,Person
l337391,sottevillaise,Nf,Person
l337394,sottise,Nf,Act+Cognition
l337402,sotériologie,Nf,Cognition
l337404,sotériologue,Nf,Person
l337432,soubassophone,Nm,Artifact
l337446,soubresaut,Nm,Act
l337513,soudaineté,Nf,Attribute
l337514,soudan,Nm,Person
l337526,soudard,Nm,Person
l337537,soudeur,Nm,Person
l337548,soudier,Nm,Person
l337569,soudure,Nf,Act;Artifact
l337603,soufflet,Nm,Act;Artifact
l337608,souffletier,Nm,Person
l337612,souffleuse,Nf,Artifact;Person
l337622,souffrance,Nf,Feeling;State
l337684,souhait,Nm,Act+Cognition
l337719,souillon,Nf,Person
l337720,souillon,Nm,Person
l337725,souillonnet,Nm,Person
l337743,soul,Nf,Cognition
l337748,soulagement,Nm,Feeling
l337804,soulevé,Nm,Act
l337878,soulèvement,Nm,Act;Event
l337906,soumission,Nf,Act;Attribute;State
l337910,soumissionnaire,Nm,Person
l337943,soupente,Nf,Artifact
l337944,souper,Nm,Act;Food
l337955,soupier,Nm,Person
l337957,soupir,Nm,Act
l337975,soupçon,Nm,Act+Cognition;Quantity
l337992,sourate,Nf,Artifact+Cognition
l337993,source,Nf,Artifact;Cognition;Object;Person
l338003,sourcier,Nm,Person
l338007,sourcil,Nm,Body
l338009,sourcilier,Nm,Body
l338023,sourd-muet,Nm,Person
l338035,sourdingue,Nf,Person
l338050,souret,Nm,Person
l338077,souris,Nf,Animal;Artifact;Food;Person
l338127,sous-alimentation,Nf,State
l338154,sous-bibliothécaire,Nf,Person
l338155,sous-bibliothécaire,Nm,Person
l338160,sous-bois,Nm,Object
l338189,sous-chef,Nm,Person
l338214,sous-commissaire,Nf,Person
l338215,sous-commissaire,Nm,Person
l338241,sous-diacre,Nm,Person
l338247,sous-directeur,Nm,Person
l338285,sous-entendu,Nm,Act+Cognition
l338307,sous-fifre,Nm,Person
l338329,sous-groupe,Nm,PartxGroup
l338333,sous-homme,Nm,Person
l338343,sous-ingénieur,Nm,Person
l338344,sous-intendant,Nm,Person
l338356,sous-lieutenant,Nm,Person
l338359,sous-locataire,Nf,Person
l338360,sous-locataire,Nm,Person
l338368,sous-marin,Nm,Artifact;Person
l338371,sous-marinier,Nm,Person
l338385,sous-ministre,Nm,Person
l338442,sous-prieur,Nm,Person
l338451,sous-prolétaire,Nf,Person
l338452,sous-prolétaire,Nm,Person
l338455,sous-promoteur,Nm,Person
l338458,sous-précepteur,Nm,Person
l338459,sous-préceptrice,Nf,Person
l338461,sous-préfet,Nm,Person
l338462,sous-préfète,Nf,Person
l338492,sous-secrétaire,Nm,Person
l338494,sous-section,Nf,Part
l338522,sous-titrage,Nm,Act+Cognition
l338523,sous-titre,Nm,Communication
l338547,sous-ventrière,Nf,Artifact
l338582,sousaphone,Nm,Artifact
l338626,soussou,Nm,Communication
l338650,sousvillois,Nm,Person
l338651,sousvilloise,Nf,Person
l338658,soutane,Nf,Artifact;Person
l338667,soutenant,Nm,Person
l338669,souteneur,Nm,Person
l338678,souterrain,Nm,Artifact
l338692,soutien,Nm,Act;Artifact;Person
l338693,soutien-gorge,Nm,Artifact
l338695,soutier,Nm,Person
l338696,soutif,Nm,Artifact
l338712,souvenir,Nm,Cognition
l338722,souveraineté,Nf,Attribute
l338767,soviet,Nm,GroupxPerson;Person
l338775,soviétologie,Nf,Cognition
l338798,soyer,Nm,Food;Person
l338817,soyécourtois,Nm,Person
l338818,soyécourtoise,Nf,Person
l338839,soûlot,Nm,Person
l338846,spa,Nm,Artifact
l338855,spadassin,Nm,Person
l338883,spagyrie,Nf,Act
l338885,spagyriste,Nf,Person
l338919,sparadrap,Nm,Substance
l338990,spasme,Nm,Event
l339001,spasmophilie,Nf,State
l339009,spath,Nm,Substance
l339034,spatule,Nf,Artifact
l339045,speakerine,Nf,Person
l339052,spectacle,Nm,Act+Cognition
l339057,spectateur,Nm,Animal;Person
l339066,spectre,Nm,Person;Phenomenon
l339068,spectrographie,Nf,Act
l339071,spectromètre,Nm,Artifact
l339072,spectrométrie,Nf,Act
l339075,spectrophotomètre,Nm,Artifact
l339076,spectrophotométrie,Nf,Act
l339079,spectroscope,Nm,Artifact
l339080,spectroscopie,Nf,Cognition
l339131,spermatogonie,Nf,Substance
l339136,spermatophobie,Nf,State
l339137,spermatophore,Nm,Substance
l339145,sperme,Nm,Substance
l339170,sphacèle,Nf,Object
l339204,sphygmographe,Nm,Artifact
l339205,sphygmographie,Nf,Act
l339222,sphère,Nf,Artifact
l339234,sphénoïde,Nm,Body
l339254,sphéroïde,Nm,Artifact
l339284,spider,Nm,Artifact
l339320,spincourtois,Nm,Person
l339321,spincourtoise,Nf,Person
l339387,spirale,Nf,Artifact;Object;Event;Object
l339406,spire,Nf,Artifact;Object
l339446,spiritueux,Nm,Food
l339454,spirographe,Nm,Animal;Artifact
l339455,spirographie,Nf,Act
l339459,spiromètre,Nm,Artifact
l339460,spirométrie,Nf,Act
l339493,spleen,Nm,Feeling
l339496,splendeur,Nf,Attribute;Tops
l339572,spongiculture,Nf,Act
l339587,sponsor,Nm,Institution;Person
l339610,sponvillois,Nm,Person
l339611,sponvilloise,Nf,Person
l339615,spoon,Nm,Artifact;Person;Quantity
l339622,spore,Nf,Substance
l339632,sporobolaie,Nf,GroupxPlant
l339633,sporobole,Nm,Plant
l339639,sporophyte,Nm,Plant
l339649,sport,Nm,Act;Plant;Event;Plant
l339655,sportif,Nm,Person
l339687,sprat,Nm,Animal
l339694,springer,Nm,Animal
l339731,spécialiste,Nm,Person
l339764,spéculation,Nf,Act+Cognition
l339782,spéléologie,Nf,Act;Cognition
l339786,spéléologue,Nf,Person
l339811,squale,Nm,Animal
l339816,squalophobie,Nf,State
l339835,squat,Nm,Act;Artifact
l339850,squaw,Nf,Person
l339854,squelette,Nm,Artifact;Body
l339913,stabilisateur,Nm,Artifact;Plant
l339914,stabilisation,Nf,Act;State
l339921,stabilité,Nf,State
l339941,staccato,Nm,Act+Cognition
l339952,stade,Nm,Artifact;Quantity;Time
l339956,stadiaire,Nm,Person
l339959,stadier,Nm,Person
l339960,stadimètre,Nm,Artifact
l339962,stadiomètre,Nm,Artifact
l339966,staff,Nm,Animal;GroupxPerson
l339986,stagiaire,Nm,Person
l339994,stagnation,Nf,State
l340006,stagnovillois,Nm,Person
l340007,stagnovilloise,Nf,Person
l340020,stainvillois,Nm,Person
l340021,stainvilloise,Nf,Person
l340025,stakhanoviste,Nf,Person
l340026,stakhanoviste,Nm,Person
l340027,stalactite,Nf,Object
l340030,stalagmite,Nf,Object
l340039,stalinien,Nm,Person
l340084,stand,Nm,Artifact
l340085,stand-by,Nm,State
l340088,standard,Nm,Artifact;Cognition
l340091,standardiste,Nf,Person
l340099,standing,Nm,Attribute;Cognition
l340136,staphylococcie,Nf,State
l340139,staphylocoque,Nm,Object
l340195,staroste,Nm,Person
l340206,stase,Nf,State
l340218,stathouder,Nm,Person
l340229,station,Nf,Artifact;Communication;Object;State
l340239,stationnement,Nm,Act;Artifact
l340260,stator,Nm,Artifact
l340265,statthalter,Nm,Person
l340272,statuaire,Nf,Act;Person
l340273,statuaire,Nm,Person
l340287,stature,Nf,Abstract_entity
l340290,statut,Nm,State
l340293,statutaire,Nm,Person
l340298,staurolâtre,Nf,Person
l340299,staurolâtre,Nm,Person
l340326,steamer,Nm,Artifact
l340387,stellionataire,Nm,Person
l340398,stemma,Nm,Artifact+Cognition
l340414,stent,Nm,Artifact
l340415,stentor,Nm,Animal;Person
l340427,steppe,Nf,Object
l340448,sterculie,Nf,Plant
l340478,sternum,Nm,Body
l340525,stichomythie,Nf,Act+Cognition
l340535,stigmate,Nm,Animal;Plant;Object;Plant
l340547,stigmergie,Nf,Act
l340556,stilbène,Nm,Substance
l340578,stimulateur,Nm,Artifact;Person
l340595,stipendiaire,Nm,Person
l340633,stock,Nm,Group
l340634,stock-car,Nm,Act
l340651,stoechiométrie,Nf,Cognition
l340684,stomate,Nm,Plant
l340687,stomatologie,Nf,Act;Cognition
l340691,stomatologue,Nm,Person
l340692,stomatophobie,Nf,State
l340714,stop,Nm,Act;Artifact;Body
l340750,stout,Nm,Food
l340763,strabisme,Nm,State
l340793,strangulation,Nf,Act
l340810,strass,Nf,Institution
l340812,strasse,Nf,Substance
l340818,strate,Nf,Part;PartxObject;Plant
l340831,stratigraphie,Nf,Act;Cognition
l340843,stratosphère,Nf,Object;Part
l340845,stratotype,Nm,Object
l340850,stratovolcan,Nm,Object
l340855,stratège,Nm,Person
l340859,stratégie,Nf,Act;Cognition;Attribute;Cognition
l340897,streptococcie,Nf,Event+State
l340899,streptocoque,Nm,Object
l340907,stress,Nm,State
l340911,stretch,Nm,Substance
l340937,stridulation,Nf,Act;Phenomenon
l340964,strip-tease,Nm,Act
l340979,striure,Nf,Artifact;State
l340987,stroboscope,Nm,Artifact
l340988,stroboscopie,Nf,Act
l340994,stroma,Nm,Substance
l341028,strophe,Nf,Communication
l341046,structure,Nf,Artifact;Institution;Cognition;Institution
l341052,strudel,Nm,Food
l341070,strychnine,Nf,Substance
l341110,studio,Nm,Artifact;Institution
l341131,stupre,Nm,Act;Attribute
l341158,stygiophobie,Nf,State
l341161,style,Nm,Attribute
l341175,styliste,Nf,Person
l341187,stylo-bille,Nm,Artifact
l341199,stylographe,Nm,Artifact
l341200,stylographie,Nf,Act;Artifact
l341206,stylomètre,Nm,Artifact
l341207,stylométrie,Nf,Act;Cognition
l341236,styrène,Nm,Substance
l341245,stéarinier,Nm,Person
l341250,stéaryle,Nx,Substance
l341293,sténographe,Nf,Animal;Person
l341295,sténographie,Nf,Act
l341307,sténose,Nf,State
l341312,sténotype,Nf,Artifact
l341315,sténotypie,Nf,Act+Cognition
l341365,stéroïde,Nm,Substance
l341374,stéréochimie,Nf,Cognition
l341383,stéréographe,Nm,Artifact;Person
l341384,stéréographie,Nf,Act
l341388,stéréoisomère,Nm,Substance
l341389,stéréoisomérie,Nf,Attribute
l341394,stéréométrie,Nf,Cognition
l341397,stéréophonie,Nm,Abstract_entity
l341403,stéréoscope,Nm,Artifact
l341404,stéréoscopie,Nf,Act
l341411,stéréotaxie,Nf,Act
l341413,stéréotomie,Nf,Cognition
l341418,stéréotype,Nm,Act+Cognition
l341422,stéréotypie,Nf,Cognition
l341429,stéthophone,Nm,Artifact
l341445,suaire,Nm,Artifact
l341460,suavité,Nf,Attribute
l341486,subalterne,Nf,Person
l341487,subalterne,Nm,Person
l341517,subconscient,Nm,Cognition
l341537,subdivision,Nf,Act;Part
l341567,subictère,Nx,State
l341663,submersible,Nm,Artifact
l341689,subordonné,Nm,Person
l341695,suborneur,Nm,Person
l341739,subsidiarité,Nf,State
l341742,subsistance,Nf,Food
l341751,substance,Nf,Substance
l341766,substantif,Nm,Communication
l341779,substitut,Nm,Substance
l341782,substitution,Nf,Act
l341786,substrat,Nm,Cognition;Substance;Communication
l341790,substratum,Nm,Cognition;Substance
l341793,substructure,Nf,Artifact
l341805,subterfuge,Nm,Act
l341832,subvention,Nf,Act+Possession
l341844,subversion,Nf,Act
l341871,suc,Nm,Cognition;Substance
l341876,successeur,Nm,Person
l341882,succession,Nf,Act;Possession
l341888,succin,Nm,Substance
l341898,succion,Nf,Act
l341908,succube,Nf,Person
l341909,succube,Nm,Person
l341911,succulence,Nf,Attribute
l341916,succursale,Nf,Institution
l341921,succès,Nm,Artifact;Event;State
l341936,sucette,Nf,Artifact;Food
l341939,suceuse,Nf,Artifact;Person
l341949,sucrate,Nf,Person
l341950,sucrate,Nm,Person
l341952,sucre,Nm,Food;Quantity;Substance
l341956,sucrerie,Nf,Food;Institution
l341962,sucrier,Nm,Artifact;Person
l341982,sud,Nm,Part;PartxObject
l342101,sueur,Nf,Event;Substance
l342117,suffixe,Nm,Communication
l342131,suffragant,Nm,Person
l342135,suffragette,Nf,Person
l342153,suggestion,Nf,Act+Cognition
l342172,suicidaire,Nf,Person
l342173,suicidaire,Nm,Person
l342179,suicide,Nm,Act
l342188,suif,Nm,Substance
l342196,suiffier,Nm,Person
l342201,suint,Nm,Substance
l342204,suintement,Nm,Event
l342207,suiphobie,Nf,State
l342213,suisse,Nm,Person
l342222,suite,Nf,Artifact;Group;GroupxArtifact;GroupxEvent;GroupxPerson;Time
l342241,suivi,Nm,Act
l342252,sujet,Nm,Cognition;Communication;Person
l342270,sulfamide,Nm,Substance
l342276,sulfate,Nm,Substance
l342325,sulfone,Nm,Substance
l342346,sulfure,Nm,Artifact;Substance
l342414,sultan,Nm,Person;Time
l342415,sultanat,Nm,Institution
l342434,sumo,Nm,Act;Person
l342474,super,Nm,Institution;Substance
l342571,superficiaire,Nm,Person
l342573,superficie,Nf,Attribute
l342628,superman,Nm,Person
l342629,supermarché,Nm,Artifact
l342685,superstar,Nf,Person
l342688,superstitieux,Nm,Person
l342694,superstructure,Nf,Artifact
l342708,superviseur,Nm,Person
l342736,supplice,Nm,Act
l342748,supplique,Nf,Act+Cognition
l342754,supplément,Nm,Artifact;Cognition;Food;Possession
l342757,supplémentation,Nf,Act
l342777,supporter,Nm,Person
l342803,suppression,Nf,Act
l342821,supputation,Nf,Act+Cognition
l342852,supralapsaire,Nm,Person
l342888,suprématie,Nf,Attribute
l342900,supérieur,Nm,Person
l343087,surchauffe,Nf,Act;State;Event+State;State
l343131,surcontre,Nm,Act
l343156,surcroît,Nm,Event;Tops
l343191,surdosage,Nm,Act;Substance
l343200,surdouée,Nf,Person
l343227,surenchère,Nf,Act+Cognition;Act+Possession
l343278,surface,Nf,Artifact;Object;Quantity
l343285,surfacturation,Nf,Act+Possession
l343299,surfeur,Nm,Person
l343302,surfil,Nm,Artifact
l343346,surgissement,Nm,Act
l343375,surhomme,Nm,Person
l343385,suriauvillois,Nm,Person
l343386,suriauvilloise,Nf,Person
l343396,surimpression,Nf,Act;Artifact
l343399,surin,Nm,Artifact;Plant;Person
l343484,surmenage,Nm,Act;State
l343543,surnom,Nm,Communication
l343544,surnombre,Nm,Quantity
l343553,surnuméraire,Nm,Person
l343580,suroît,Nm,Artifact;Phenomenon
l343594,surpaye,Nf,Act+Possession
l343643,surprise,Nf,Act;Tops;Feeling;Tops
l343733,sursis,Nm,State
l343736,sursitaire,Nm,Person
l343767,surtainvillais,Nm,Person
l343768,surtainvillaise,Nf,Person
l343770,surtainvillois,Nm,Person
l343771,surtainvilloise,Nf,Person
l343774,surtauvillais,Nm,Person
l343775,surtauvillaise,Nf,Person
l343777,surtauvillois,Nm,Person
l343778,surtauvilloise,Nf,Person
l343820,surveillance,Nf,Act
l343821,surveillant,Nm,Person
l343834,survenue,Nf,Act
l343841,survillais,Nm,Person
l343842,survillaise,Nf,Person
l343847,survillois,Nm,Person
l343848,survilloise,Nf,Person
l343867,survivancier,Nm,Person
l343869,survivant,Nm,Person
l343876,survol,Nm,Act
l343885,survêtement,Nm,Artifact
l344000,sushi,Nm,Food
l344010,suspect,Nm,Person
l344016,suspens,Nm,Event
l344017,suspense,Nf,Act;State
l344066,susvillois,Nm,Person
l344067,susvilloise,Nf,Person
l344086,suture,Nf,Act;Body;Artifact;Body
l344102,suzannecourtois,Nm,Person
l344103,suzannecourtoise,Nf,Person
l344111,suzerain,Nm,Person
l344142,suécophone,Nf,Person
l344143,suécophone,Nm,Person
l344164,suédophone,Nf,Person
l344165,suédophone,Nm,Person
l344167,suée,Nf,Act;State
l344188,svécophone,Nf,Person
l344189,svécophone,Nm,Person
l344197,swahiliphone,Nf,Person
l344198,swahiliphone,Nm,Person
l344243,sybarite,Nf,Person
l344246,sybaritisme,Nm,Attribute;Cognition
l344254,sycophante,Nm,Person
l344283,syllabe,Nf,Communication
l344294,syllepse,Nf,Communication
l344300,syllogisme,Nm,Cognition
l344304,sylphe,Nm,Animal;Person
l344305,sylphide,Nf,Person
l344344,sylviculture,Nf,Act
l344346,sylvie,Nf,Animal;Plant
l344368,symbiose,Nf,Act;Event;Feeling
l344373,symbole,Nm,Communication;Tops
l344381,symbolisme,Nm,Cognition
l344383,symboliste,Nf,Person
l344395,sympathicotonie,Nf,State
l344397,sympathie,Nf,Feeling
l344402,sympathisant,Nm,Person
l344409,sympatrie,Nf,GroupxAnimal;GroupxPlant
l344417,symphonie,Nf,Communication
l344444,symplaste,Nm,Substance
l344453,sympode,Nm,Plant
l344463,symptomatologie,Nf,Cognition
l344467,symptôme,Nm,Event
l344474,symétrie,Nf,State
l344484,synagogue,Nf,Act;Artifact;Cognition;GroupxPerson
l344502,synapse,Nf,Body
l344508,synarchie,Nf,Institution
l344519,syncarpie,Nf,Attribute
l344522,syncatégorème,Nm,Communication
l344533,synchronie,Nf,Cognition
l344546,synchrotron,Nm,Artifact
l344548,synchrèse,Nf,Act
l344559,syncope,Nf,Act;Communication;Event
l344567,syncrèse,Nf,Act;Event
l344571,syncrétisme,Nm,Attribute
l344574,syncyte,Nm,Substance
l344577,syncytium,Nm,Substance
l344587,syndic,Nm,Person
l344598,syndicat,Nm,Institution
l344601,syndicataire,Nm,Person
l344611,syndiqué,Nm,Person
l344613,syndrome,Nm,State
l344615,syndète,Nf,Communication
l344625,synergie,Nf,Act;Feeling;Event;Feeling
l344630,synergisme,Nm,Act;Event;Cognition;Event
l344632,synergiste,Nf,Person
l344640,synesthésie,Nf,Communication;State
l344652,syngénèse,Nf,Event
l344666,synode,Nm,Act;GroupxPerson
l344672,synonyme,Nm,Communication
l344673,synonymie,Nf,Communication
l344679,synophone,Nm,Communication
l344681,synopse,Nf,Artifact+Cognition
l344683,synopsis,Nf,Artifact+Cognition
l344699,synovie,Nf,Substance
l344710,syntagme,Nm,Communication;GroupxPerson
l344712,syntaxe,Nf,Cognition
l344722,synthème,Nm,Communication
l344723,synthèse,Nf,Act;Act+Cognition
l344737,syntonie,Nf,State
l344744,syntrophie,Nf,State
l344747,synusie,Nf,Group
l344765,syphiligraphie,Nm,Cognition
l344767,syphilis,Nf,Event+State
l344775,syphilophobie,Nf,State
l344797,syringa,Nm,Plant
l344800,syringomyélie,Nm,State
l344845,systole,Nf,Act
l344850,système,Nm,Cognition;Group
l344874,syzygie,Nf,Cognition;State
l344880,syénite,Nf,Substance
l344902,sèche-cheveux,Nm,Artifact
l344915,sève,Nf,Substance
l344920,séance,Nf,Act;Time
l344961,sébevillais,Nm,Person
l344962,sébevillaise,Nf,Person
l344967,séborrhée,Nf,State
l345041,séculier,Nm,Person
l345060,sécurité,Nf,Attribute;State
l345071,sédentaire,Nm,Person
l345086,sédimentologie,Nf,Cognition
l345090,sédimentologue,Nf,Person
l345140,séfirot,Nm,Entity
l345174,ségrayer,Nm,Person
l345177,ségrevillois,Nm,Person
l345178,ségrevilloise,Nf,Person
l345184,ségrégation,Nf,Act;Attribute
l345218,séisme,Nm,Event+Phenomenon
l345251,sélaphobie,Nf,State
l345262,sélectionneur,Nm,Person
l345307,sélénite,Nf,Substance
l345318,sélénographe,Nm,Person
l345319,sélénographie,Nf,Cognition
l345344,sémaphore,Nm,Artifact
l345351,sémasiologie,Nf,Cognition
l345371,séminariste,Nf,Person
l345372,séminariste,Nm,Person
l345380,sémiographie,Nf,Communication
l345382,sémiologie,Nf,Cognition
l345384,sémiologue,Nf,Person
l345396,sémite,Nf,Person
l345404,sémitisme,Nm,Cognition
l345405,sémitiste,Nm,Person
l345411,sémème,Nm,Communication
l345417,séméiologie,Nf,Cognition
l345421,séméiologue,Nf,Person
l345452,sénat,Nm,Institution
l345453,sénateur,Nm,Person
l345485,sénieur,Nm,Person
l345493,sénior,Nm,Person
l345519,sénovillais,Nm,Person
l345520,sénovillaise,Nf,Person
l345584,séparation,Nf,Act+State;Artifact
l345600,séphirot,Nm,Entity
l345610,sépulcre,Nm,Artifact;Object
l345613,sépulture,Nf,Artifact
l345633,séquence,Nf,Group
l345675,séranvillerois,Nm,Person
l345676,séranvilleroise,Nf,Person
l345680,séraphin,Nm,Person
l345743,séricourtois,Nm,Person
l345744,séricourtoise,Nf,Person
l345749,série,Nf,Cognition;Group;Quantity
l345751,sériephile,Nf,Person
l345752,sériephile,Nm,Person
l345757,sérieux,Nm,Attribute
l345778,sérigraphe,Nm,Person
l345779,sérigraphie,Nf,Artifact;Cognition
l345816,sérologie,Nf,Cognition
l345839,sérothérapie,Nf,Act
l345851,sérum,Nm,Substance
l345852,sérumthérapie,Nf,Act
l345943,sévir,Nm,Person
l345977,sévérité,Nf,Attribute
l346017,tabac,Nm,Act;Attribute;Event;Institution;Plant;Substance
l346026,tabaculture,Nf,Act
l346029,tabagie,Nf,State
l346062,tabassage,Nm,Act
l346067,tabassée,Nf,Act
l346069,tabatier,Nm,Person
l346075,tabellion,Nm,Person
l346094,table,Nf,Artifact;Cognition;Institution
l346096,table-bureau,Nf,Artifact
l346097,tableau,Nm,Act;Artifact
l346102,tableautier,Nm,Person
l346111,tabletier,Nm,Person
l346118,tablier,Nm,Artifact;Person
